nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0789624	Bob Shaw	\N	\N	writer	tt0395947,tt0120623,tt0119282,tt0472602
nm0792263	Taylor Sheridan	\N	\N	writer,actor,producer	tt5362988,tt4236770,tt2582782,tt3397884
nm0793122	Steve Shibuya	\N	\N	camera_department,writer,special_effects	tt0978764,tt0095444,tt3526484,tt0166286
nm0793881	Kaneto Shindô	1912	2012	writer,director,art_director	tt0056049,tt1641397,tt0309703,tt0113186
nm0794252	Matt Shire	1975	\N	writer,producer,miscellaneous	tt1277953,tt0892791,tt0109068,tt0852713
nm0794385	Shirow Masamune	1961	\N	writer,art_department,animation_department	tt1219827,tt0113568,tt0347246,tt0092664
nm0795953	Ronald Shusett	1935	\N	writer,producer,miscellaneous	tt0100802,tt0078748,tt0090605,tt1386703
nm0795975	Joe Shuster	1914	1992	writer,art_department,miscellaneous	tt0078346,tt0081573,tt0770828,tt0086393
nm0796117	M. Night Shyamalan	1970	\N	producer,writer,director	tt0167404,tt0286106,tt0452637,tt0368447
nm0796950	Jerry Siegel	1914	1996	writer,miscellaneous,art_department	tt0770828,tt0081573,tt0078346,tt0086393
nm0797053	Jeff Siergey	\N	\N	producer,director,animation_department	tt0267913,tt0239395,tt0181739,tt0268380
nm0797869	Brad Silberling	1963	\N	producer,director,writer	tt0120632,tt0339291,tt0179098,tt0112642
nm0798646	Amanda Silver	1963	\N	writer,producer,actress	tt1318514,tt3450958,tt2103281,tt0369610
nm0798788	Scott Silver	\N	\N	writer,director,producer	tt0116714,tt7286456,tt0120757,tt0964517
nm0798899	David Silverman	1957	\N	producer,miscellaneous,animation_department	tt0198781,tt0462538,tt0096697,tt0107978
nm0799015	Sid Silvers	1901	1976	writer,actor,soundtrack	tt0024910,tt0026144,tt0034746,tt0027387
nm0799050	Marc Silverstein	\N	\N	writer,producer,director	tt6791096,tt1292566,tt0151738,tt1606389
nm0800209	Joe Simon	1913	2011	writer,miscellaneous	tt0458339,tt2250912,tt3498820,tt4154796
nm0800376	Sam Simon	1955	2015	producer,writer,animation_department	tt0184894,tt0077089,tt0096697,tt0092469
nm0801728	Stephen Sinclair	\N	\N	writer,director,actor	tt0097858,tt1340119,tt0167261,tt0103873
nm0801737	Upton Sinclair	1878	1968	writer,producer	tt0023685,tt0469494,tt2262257,tt0011475
nm0802020	Randi Mayem Singer	\N	\N	producer,writer	tt0107614,tt0207889,tt0808510,tt9054904
nm0802027	Raymond Singer	1948	\N	actor,writer,editor	tt0120762,tt0083470,tt0099253,tt0092007
nm0803730	Warren Skaaren	1946	1990	writer,miscellaneous,producer	tt0094721,tt0096895,tt0092099,tt0092644
nm0804408	Erik Skjoldbjærg	1964	\N	writer,director,producer	tt0119375,tt1337366,tt4192998,tt0278504
nm0805994	Michael Sloan	1946	\N	writer,producer,miscellaneous	tt0455944,tt0074042,tt0088513,tt3766354
nm0806912	Robert Smigel	1960	\N	writer,producer,actor	tt0072562,tt0106052,tt0272338,tt0185431
nm0809006	Kirsten Smith	1970	\N	writer,producer,miscellaneous	tt0147800,tt0852713,tt0250494,tt1142988
nm0811279	Jeff Snow	\N	\N	art_department,animation_department,writer	tt0106364,tt0119282,tt0120855,tt0138749
nm0811583	Zack Snyder	1966	\N	director,producer,writer	tt0451279,tt0770828,tt0409459,tt0416449
nm0812513	Alec Sokolow	\N	\N	writer,producer,director	tt6398054,tt0114709,tt0349205,tt0119695
nm0814085	Stephen Sommers	1962	\N	producer,writer,director	tt1767354,tt0118956,tt1046173,tt0120616
nm0815070	Aaron Sorkin	1961	\N	writer,producer,actor	tt0200276,tt1285016,tt4209788,tt0104257
nm0816143	Terry Southern	1924	1995	writer,actor,producer	tt0064276,tt0059037,tt0062711,tt0057012
nm0817023	Nicholas Sparks	1965	\N	writer,producer	tt2726560,tt1702439,tt1972779,tt3797868
nm0818576	Anne Spielberg	1949	\N	producer,writer,production_manager	tt0088478,tt0168922,tt0152098,tt0094737
nm0818746	Evan Spiliotopoulos	\N	\N	writer,miscellaneous,producer	tt1267297,tt2771200,tt2381991,tt5033998
nm0821432	Chad Stahelski	1968	\N	stunts,actor,assistant_director	tt0234215,tt1392170,tt2911666,tt3498820
nm0821466	Jerry Stahl	1953	\N	writer,miscellaneous,producer	tt0196229,tt0172156,tt6866266,tt0460829
nm0824882	Burr Steers	1965	\N	director,actor,writer	tt1438254,tt1374989,tt0110912,tt0280760
nm0825010	Joseph Stefano	1922	2006	miscellaneous,writer,producer	tt0054215,tt0056777,tt0155975,tt0312723
nm0825308	William Steig	1907	2003	writer,art_department	tt0298148,tt0126029,tt0892791,tt0413267
nm0825738	David H. Steinberg	\N	\N	writer,producer,director	tt0240900,tt1819601,tt0252866,tt0096697
nm0826042	Peter Steinfeld	\N	\N	writer,producer,actor	tt0186045,tt0289848,tt0478087,tt0377471
nm0826425	J. David Stem	\N	\N	writer,producer,miscellaneous	tt0268397,tt0472181,tt0368578,tt0298148
nm0826714	Zack Stentz	\N	\N	miscellaneous,producer,writer	tt0313911,tt0851851,tt1270798,tt0800369
nm0827821	Philip Van Doren Stern	1900	1984	writer	tt0105950,tt0038650,tt0099276,tt0076213
nm0827985	Joshua Sternin	1966	\N	writer,producer,miscellaneous	tt1436562,tt1877889,tt2349440,tt0252028
nm0828970	John Stevenson	\N	\N	art_department,animation_department,director	tt0126029,tt0351283,tt0298148,tt0441773
nm0830294	Joe Stillman	\N	\N	writer,producer,miscellaneous	tt0126029,tt1320261,tt0118375,tt0298148
nm0830760	Aaron Stockard	\N	\N	writer,miscellaneous,producer	tt0134119,tt0840361,tt0452623,tt0119217
nm0831290	Bram Stoker	1847	1912	writer,miscellaneous	tt0013442,tt0021814,tt0103874,tt0829150
nm0831557	Nicholas Stoller	1976	\N	producer,writer,director	tt4624424,tt4438848,tt1204342,tt2281587
nm0833089	J. Michael Straczynski	1954	\N	writer,producer,miscellaneous	tt0824747,tt2431438,tt0290966,tt0105946
nm0833164	Jim Strain	\N	\N	writer,producer	tt3163272,tt8509922,tt0113497,tt2283362
nm0833828	John J. Strauss	1957	\N	producer,writer,executive	tt0241760,tt0306841,tt1414382,tt0129387
nm0834902	Robert Stromberg	\N	\N	visual_effects,director,producer	tt1014759,tt1587310,tt0499549,tt0311113
nm0834960	Danny Strong	1974	\N	writer,actor,producer	tt4270492,tt1848902,tt1327773,tt3228904
nm0835194	Victoria Strouse	\N	\N	writer,miscellaneous,actress	tt2277860,tt1950235,tt0756573,tt0191074
nm0835732	Jeb Stuart	1956	\N	writer,producer,director	tt0097770,tt0106977,tt0099044,tt0095016
nm0836328	John Sturges	1910	1992	director,producer,editor	tt0054047,tt0047849,tt0050468,tt0057115
nm0839720	Michael Surrey	1964	\N	animation_department,art_department,actor	tt0103639,tt0120855,tt0780521,tt0230011
nm0840626	Kôji Suzuki	1957	\N	writer,actor	tt0308379,tt0498381,tt0382628,tt0298130
nm0841532	Gerry Swallow	\N	\N	writer,actor,miscellaneous	tt0265087,tt0438097,tt0239949,tt0183505
nm0841990	John Swartzwelder	1950	\N	miscellaneous,writer,producer	tt0462538,tt0072562,tt0305966,tt0096697
nm0842485	Jo Swerling	1893	1964	writer,script_department	tt0035763,tt0035211,tt0038650,tt0048140
nm0842523	Robin Swicord	1952	\N	writer,producer,director	tt5195412,tt0110367,tt0397535,tt0421715
nm0844262	Wladyslaw Szpilman	1911	2000	composer,music_department,writer	tt0208912,tt0098096,tt0253474,tt0153960
nm0844896	Eduardo Sánchez	1968	\N	director,producer,writer	tt2450186,tt0185937,tt1988621,tt0229260
nm0845752	Patrick Süskind	1949	\N	writer,actor	tt0120037,tt0090465,tt0396171,tt0085058
nm0847126	Hiroshi Takahashi	\N	\N	writer,director,actor	tt0377109,tt0468879,tt0178868,tt0364385
nm0847223	Isao Takahata	1935	2018	director,writer,producer	tt0110008,tt0102587,tt2576852,tt0095327
nm0848217	Ted Tally	1952	\N	writer,miscellaneous,producer	tt0102926,tt0149624,tt0183523,tt1413492
nm0848414	Lee Tamahori	1950	\N	director,assistant_director,sound_department	tt0329774,tt0110729,tt0435705,tt0119051
nm0848496	Paul Tamasy	\N	\N	writer,producer,director	tt0175317,tt0964517,tt2025690,tt4572514
nm0849164	Loveleen Tandan	\N	\N	casting_director,assistant_director,casting_department	tt0253177,tt0402399,tt0265343,tt1010048
nm0850733	Genndy Tartakovsky	1970	\N	producer,writer,director	tt0175058,tt0278238,tt5220122,tt0115157
nm0851537	Norman Taurog	1899	1981	director,writer,miscellaneous	tt0029844,tt0022397,tt0029942,tt0045102
nm0851930	Alan Taylor	1965	\N	director,producer,writer	tt1340138,tt1981115,tt0944947,tt0282768
nm0852430	Greg Taylor	\N	\N	writer,producer	tt2283362,tt0098115,tt0113497,tt0112667
nm0852591	Jim Taylor	1962	\N	writer,producer,director	tt0375063,tt0163025,tt0257360,tt0126886
nm0853138	Samuel A. Taylor	1912	2000	writer,director	tt0052357,tt0114319,tt0049170,tt0047437
nm0853238	Tate Taylor	1969	\N	actor,director,producer	tt1454029,tt0874425,tt0383984,tt1399683
nm0853374	Sam Taylor-Johnson	1967	\N	director,producer,writer	tt1155591,tt1266029,tt2322441,tt0427543
nm0854185	Miguel Tejada-Flores	\N	\N	writer,producer,miscellaneous	tt0088000,tt0110357,tt0114367,tt1925435
nm0855035	Andy Tennant	1955	\N	producer,director,writer	tt0386588,tt0256415,tt0120631,tt0770752
nm0856319	Duccio Tessari	1926	1994	writer,director,actor	tt0054637,tt0186680,tt0060903,tt0072349
nm0857620	Justin Theroux	1971	\N	actor,writer,producer	tt0144084,tt0166924,tt3631112,tt0305357
nm0858329	Robert Thoeren	1903	1957	writer,actor	tt0039829,tt0053291,tt0041363,tt0039015
nm0858379	Robert Thom	1929	1979	writer,director	tt0072856,tt0054531,tt0452608,tt0065602
nm0859029	Jim Thomas	\N	\N	writer,producer,location_management	tt0370263,tt0093773,tt0116253,tt0120891
nm0859049	John Thomas	\N	\N	writer,producer,miscellaneous	tt0093773,tt0370263,tt0120891,tt0116253
nm0859471	Roy Thomas	1940	\N	writer,miscellaneous,producer	tt0087078,tt5108870,tt3322314,tt0800175
nm0860155	Gary Scott Thompson	1959	\N	writer,producer,director	tt0232500,tt0164052,tt2820852,tt0411061
nm0860219	Hunter S. Thompson	1937	2005	writer,actor,miscellaneous	tt0376136,tt0120669,tt0081748,tt0479468
nm0861636	Roderick Thorp	1936	1999	writer,actor,miscellaneous	tt0112864,tt1606378,tt0095016,tt0337978
nm0861703	Richard Thorpe	1896	1991	director,writer,actor	tt0044760,tt0015852,tt0043599,tt0045966
nm0862122	James Thurber	1894	1961	writer	tt0039808,tt0034112,tt0035020,tt0359950
nm0862211	Mike Thurmeier	\N	\N	director,animation_department,visual_effects	tt0137523,tt0268380,tt1667889,tt3416828
nm0865918	Éric Toledano	1971	\N	writer,director,producer	tt5699154,tt8655470,tt1404082,tt1675434
nm0866058	J.R.R. Tolkien	1892	1973	writer,soundtrack	tt0903624,tt0167260,tt0167261,tt0120737
nm0868153	Giuseppe Tornatore	1956	\N	writer,director,producer	tt0120731,tt0213847,tt0095765,tt1924396
nm0868219	Guillermo del Toro	1964	\N	writer,producer,director	tt5580390,tt0457430,tt1663662,tt0167190
nm0868620	Edwin Torres	1931	\N	writer,miscellaneous	tt0106519,tt5574336,tt0427038,tt0100442
nm0870469	Dan Trachtenberg	\N	\N	director,writer,camera_department	tt1190634,tt1179933,tt6736070,tt2085059
nm0870660	Armitage Trail	1902	1930	writer	tt2066055,tt0036189,tt0023583,tt0023427
nm0871428	Pete Travis	\N	\N	director,writer	tt2515034,tt1343727,tt0443274,tt0408056
nm0872375	Frederick Treves	1853	1923	writer	tt0080678
nm0873092	Jenny Tripp	\N	\N	writer,miscellaneous	tt0282223,tt0100409,tt0432428,tt0110357
nm0873779	Gary Trousdale	1960	\N	director,writer,animation_department	tt0230011,tt0110357,tt0116583,tt0101414
nm0874631	Kuo Jung Tsai	\N	\N	writer	tt7290708,tt0190332,tt0100472,tt10920508
nm0874844	Alex Tse	\N	\N	producer,writer,actor	tt0373280,tt1340094,tt0409459,tt7690670
nm0876562	Karl Tunberg	1909	1992	writer,producer,production_manager	tt0052618,tt0040925,tt0034262,tt0040982
nm0877273	John Turman	\N	\N	writer,producer,miscellaneous	tt0247096,tt0286716,tt0486576,tt1519664
nm0877587	Guinevere Turner	1968	\N	actress,writer,director	tt0144084,tt0330251,tt0109913,tt0404802
nm0878638	David Twohy	1955	\N	writer,director,producer	tt0106977,tt0134847,tt0119173,tt1411250
nm0878756	Tom Tykwer	1965	\N	composer,writer,director	tt0396171,tt1371111,tt4378376,tt0130827
nm0878763	Morten Tyldum	1967	\N	director,producer,editor	tt2084970,tt1614989,tt0371589,tt1355644
nm0879318	Bob Tzudiker	\N	\N	actor,writer,miscellaneous	tt0118617,tt0120855,tt0116583,tt0100802
nm0880243	Jim Uhls	1957	\N	writer,producer,actor	tt4546514,tt0489099,tt2082453,tt0137523
nm0881279	Lee Unkrich	1967	\N	editorial_department,editor,miscellaneous	tt2380307,tt0435761,tt0120363,tt0266543
nm0884547	Tonino Valerii	1934	2016	director,writer,assistant_director	tt1853728,tt0076653,tt0066277,tt0061709
nm0885014	Nick Vallelonga	1959	\N	actor,producer,director	tt6966692,tt8110232,tt9000560,tt9168816
nm0885249	Jean-Marc Vallée	1963	\N	producer,director,editor	tt0401085,tt2305051,tt0790636,tt1550312
nm0885575	Chris Van Allsburg	1949	\N	writer,producer,art_department	tt2283362,tt0406375,tt7975244,tt0113497
nm0885857	Didier Van Cauwelaert	1960	\N	writer,director	tt1401152,tt0097588,tt0103676,tt7517232
nm0886668	John Van Druten	1901	1957	writer,producer,actor	tt0032963,tt0036855,tt0068327,tt0029310
nm0888743	James Vanderbilt	1975	\N	producer,writer,executive	tt1628841,tt0264395,tt0443706,tt2334879
nm0891216	Matthew Vaughn	1971	\N	producer,writer,director	tt1270798,tt1250777,tt2802144,tt0375912
nm0892705	David Veloz	\N	\N	writer,producer,director	tt0120788,tt0110632,tt0159273,tt0283103
nm0893262	J.R. Ventimilia	1966	\N	writer,producer,miscellaneous	tt1877889,tt2349440,tt1436562,tt0252028
nm0893358	Patrick A. Ventura	\N	\N	animation_department,art_department,writer	tt0181266,tt0103639,tt0177455,tt0366628
nm0893659	Gore Verbinski	1964	\N	director,producer,writer	tt1192628,tt1210819,tt0325980,tt4731136
nm0894156	Mark Verheiden	\N	\N	producer,writer,miscellaneous	tt1462059,tt8362852,tt0111438,tt0110475
nm0896542	King Vidor	1894	1982	director,writer,producer	tt0015624,tt0018806,tt0019379,tt0019959
nm0898288	Denis Villeneuve	1967	\N	director,writer,editor	tt2543164,tt3397884,tt1255953,tt1856101
nm0898812	Luciano Vincenzoni	1926	2013	writer,actor,producer	tt0058564,tt0062271,tt0091828,tt0060196
nm0899113	Jeff Vintar	\N	\N	writer,producer,miscellaneous	tt1124059,tt1830809,tt0343818,tt4131818
nm0899121	Thomas Vinterberg	1969	\N	director,writer,actor	tt1322385,tt0154420,tt2935476,tt2106476
nm0900140	Jon Vitti	\N	\N	producer,writer,miscellaneous	tt0386676,tt0103466,tt0096697,tt0462538
nm0901038	Christopher Vogler	\N	\N	actor,writer,miscellaneous	tt0110357,tt1592253,tt1703913,tt5805768
nm0903125	Maria von Trapp	1905	1987	writer,actress	tt0052313,tt0168393,tt0049876,tt0068089
nm0903456	Cyrus Voris	\N	\N	writer,producer,art_department	tt0165564,tt0465353,tt0245803,tt0955308
nm0905152	Lilly Wachowski	1967	\N	writer,producer,director	tt0115736,tt0234215,tt0133093,tt1371111
nm0905154	Lana Wachowski	1965	\N	writer,producer,director	tt0133093,tt0234215,tt1371111,tt0115736
nm0905458	Kevin Wade	1954	\N	producer,writer,actor	tt0119643,tt0096463,tt1595859,tt0110216
nm0905498	Robert Wade	1962	\N	writer,producer	tt0381061,tt0830515,tt1074638,tt2379713
nm0905592	Jeff Wadlow	1976	\N	producer,director,writer	tt1542768,tt1650554,tt2188671,tt6772950
nm0905709	Walter Wager	1924	2004	writer	tt0076804,tt0050072,tt0099423,tt0076845
nm0905858	David Wagner	\N	\N	actor,writer,camera_department	tt3688664,tt0373416,tt0283111,tt0265208
nm0905957	John Wagner	1949	\N	writer,producer	tt0113492,tt1343727,tt0399146,tt6873692
nm0906476	David Wain	1969	\N	writer,actor,producer	tt4341500,tt0430922,tt0130421,tt0243655
nm0908624	Edgar Wallace	1875	1932	writer,director,producer	tt0074751,tt0024216,tt0360717,tt0021415
nm0908753	Lew Wallace	1827	1905	writer	tt0052618,tt0016641,tt0363468,tt2638144
nm0908824	Randall Wallace	1949	\N	writer,producer,director	tt0277434,tt0213149,tt1028576,tt0112573
nm0909063	Leslie Waller	1923	2007	writer	tt0080868,tt0179894,tt0042123,tt3711484
nm0909638	Fran Walsh	1959	\N	writer,casting_department,producer	tt0167260,tt0167261,tt0360717,tt0120737
nm0910559	Mark Walton	1968	\N	art_department,actor,writer	tt0371606,tt0120855,tt1860353,tt0397892
nm0910924	Hui-Ling Wang	\N	\N	writer,actress,soundtrack	tt0190332,tt0808357,tt6157626,tt0111797
nm0911486	David S. Ward	1945	\N	writer,director,miscellaneous	tt0070735,tt0097815,tt0110442,tt0108160
nm0911910	Vincent Ward	1956	\N	director,writer,actor	tt0872337,tt0103644,tt0095709,tt0104812
nm0912403	Aron Warner	\N	\N	producer,actor,miscellaneous	tt0298148,tt0114614,tt0126029,tt0413267
nm0913346	Deric Washburn	\N	\N	writer	tt0067756,tt0083678,tt0077416,tt0092997
nm0913670	Dale Wasserman	1914	2008	writer,producer,soundtrack	tt0050013,tt0052365,tt0073486,tt0046587
nm0914058	Daniel Waters	1962	\N	writer,producer,director	tt0102070,tt0497972,tt0097493,tt0103776
nm0914134	Mark Waters	1964	\N	director,producer,writer	tt1686821,tt0821640,tt1022603,tt0119324
nm0914362	Maurine Dallas Watkins	1896	1969	writer	tt0023887,tt0025755,tt0027884,tt0299658
nm0914668	Ian Watson	\N	\N	writer,miscellaneous	tt0824052,tt0983957,tt0212720
nm0915465	Shawn Wayans	1971	\N	actor,writer,music_department	tt0175142,tt0430304,tt0116126,tt0381707
nm0916047	Charles Webb	1939	\N	writer	tt0061722,tt0067398,tt0314431,tt6889598
nm0917188	Chris Wedge	1957	\N	actor,producer,director	tt0268380,tt1667889,tt0438097,tt0848537
nm0918083	Len Wein	1948	2017	writer,actor,miscellaneous	tt1641384,tt1877832,tt0103359,tt1323607
nm0918711	David Weisberg	\N	\N	writer,actor,soundtrack	tt3014866,tt0150377,tt0333766,tt0117500
nm0918816	Mort Weisinger	1915	1978	miscellaneous,writer,script_department	tt9663764,tt1477834,tt1641384,tt0498318
nm0918955	David N. Weiss	\N	\N	writer,producer,miscellaneous	tt0472181,tt0298148,tt0268397,tt0368578
nm0919363	Chris Weitz	1969	\N	producer,writer,miscellaneous	tt3748528,tt0356910,tt0276751,tt0385752
nm0919369	Paul Weitz	1965	\N	producer,writer,director	tt0455323,tt0385267,tt0276751,tt0450405
nm0919925	Halsted Welles	1906	1990	writer,producer	tt0041061,tt0061277,tt0381849,tt0050086
nm0920074	William A. Wellman	1896	1975	director,writer,producer	tt0047086,tt0029606,tt0039409,tt0036244
nm0920229	H.G. Wells	1866	1946	writer,actor	tt0046534,tt0407304,tt0268695,tt0054387
nm0920543	Irvine Welsh	1958	\N	writer,actor,producer	tt2763304,tt1450321,tt0122515,tt0117951
nm0921013	Richard Wenk	1956	\N	writer,director,producer	tt0472399,tt1764651,tt0455944,tt3766354
nm0922346	Simon West	1961	\N	producer,director,actor	tt0118880,tt0146316,tt0472399,tt0144214
nm0923646	Jim Wheat	1952	\N	writer,producer,director	tt1411250,tt0296572,tt0134847,tt0095742
nm0923736	Joss Whedon	1964	\N	writer,producer,director	tt0118276,tt1259521,tt0848228,tt0162065
nm0923839	Hugh Wheeler	1912	1987	writer,actor,miscellaneous	tt0069404,tt0068327,tt0040447,tt0408236
nm0923980	William Wheeler	1967	\N	producer,writer	tt1219827,tt1593823,tt4341582,tt0223954
nm0925234	Mike White	1970	\N	writer,producer,actor	tt0279113,tt0332379,tt0200530,tt0273923
nm0925276	Noni White	\N	\N	actress,writer,miscellaneous	tt0116583,tt0120855,tt0110357,tt0118617
nm0925482	Stiles White	\N	\N	writer,special_effects,producer	tt0431021,tt0112715,tt0448011,tt1204977
nm0926727	Cormac Wibberley	1959	\N	writer,producer	tt0368891,tt0297181,tt0305357,tt0216216
nm0926729	Marianne Wibberley	1965	\N	writer,producer,actress	tt0368891,tt0305357,tt0297181,tt0216216
nm0927845	Kelly Wightman	\N	\N	animation_department,writer,art_department	tt0119282,tt0120855,tt0116583,tt0230011
nm0927880	Lionel Wigram	1962	\N	producer,writer,miscellaneous	tt0988045,tt1972591,tt3183660,tt1638355
nm0930261	Chris Williams	1968	\N	writer,animation_department,director	tt3521164,tt2245084,tt0397892,tt2294629
nm0932078	Kevin Williamson	1965	\N	writer,producer,actor	tt1262416,tt1405406,tt0117571,tt2071645
nm0932229	Calder Willingham	1922	1995	writer	tt0050825,tt0061722,tt0102753,tt0065988
nm0932551	Kevin Willmott	\N	\N	writer,director,actor	tt1078917,tt7349662,tt0389828,tt4594834
nm0933276	David C. Wilson	\N	\N	writer	tt0134983,tt1638355,tt0102655
nm0933733	Larry Wilson	\N	\N	miscellaneous,writer,producer	tt4057032,tt0094721,tt0096708,tt0101272
nm0933858	Michael Wilson	1914	1978	writer	tt0043924,tt0044314,tt0050212,tt0056172
nm0934483	Kurt Wimmer	1964	\N	writer,producer,director	tt0238380,tt1386703,tt1197624,tt0370032
nm0936374	Kirk Wise	1963	\N	director,animation_department,writer	tt0116583,tt0245429,tt0101414,tt0230011
